Rama ozdobna, ma¸a;Rzebiona rama na obraz, 30 x 30 cm.;30;2;0;
Rama ozdobna, ma¸a;Rzebiona rama na obraz, 30 x 50 cm.;38;2;0;
Skobel z k¸—dkˆ ;K¸—dka ze skoblem do wkr«cenia. ;20;1;0;
Stojak na wino;Drewniany stojak.;25;1;0;
Stojak na wino;Metalowy, grawerowany stojak na wino.;60;2;0;
Szachy;Drewniane szachy wraz z pude¸kiem. ;20;1;0;
Szczotka;Drewniana szczotka z koÄskim w¸osiem, dobra do czyszczenia pod¸—g.;8;1;0;
Szczotka druciana;Szczotka, dobra do szorowania metalowych powierzchni.;12;1;0;
åcierka p¸—cienna;Niewielka, czysta æcierka.;1;1;0;
åwieca;åwieca woskowa, knot pali si« p—¸ godziny.;3;1;0;
åwieca;åwieca woskowa, knot pali si« godzin«.;6;1;0;
åwieca duıa;åwieca woskowa, knot pali si« dwie godziny.;12;1;0;
åwieca zapachowa;åwieca z wosku pszczelego, pachnie miodem. Knot pali si« p—¸ godziny.;10;2;0;
Wazon gliniany na kwiaty;Ceramiczny wazon z dwoma uchami, 5l. ;8;1;0;
Wazon szklany na kwiaty;Szklany wazon z dwoma uchami i przykrywkˆ, 5l.;20;2;0;
W«giel do pisania;Paczka w«gla do pisania.;10;1;0;
Wiadro drewniane;Solidne wiadro z uchwytem, 10l.;10;1;0;
Wiadro drewniane, duıe;Solidne wiadro z uchwytem, 20l.;20;1;0;
Wiadro metalowe;Metalowe wiadro z uchwytem, 10l.;20;1;0;
Wiadro metalowe, duıe;Metalowe wiadro z uchwytem, 20l.;40;1;0;
Wieszak;Drewniany wieszak.;2;1;0;
Wieszak ozdobny;Rzebiony wieszak z ornamentami.;10;2;0;
Worek szmat;P¸—cienny worek wype¸nione materia¸owymi strz«pami.;5;1;0;
Zestaw igie¸;Drewniane pude¸eczko z r—ınego rozmiaru ig¸ami.;5;1;0;
Zestaw nici;Pude¸ko z k¸«bkami kolorowych nici.;20;1;0;
Zwierciad¸o brˆzowe;Zwierciad¸o z wyszlifowanego kawa¸ka brˆzu. ;20;1;0;
Zwierciad¸o o¸owiane;Zwierciad¸o z wyszlifowanego kawa¸ka o¸owiu. ;40;1;0;
Zwierciad¸o srebrne;Zwierciad¸o z wyszlifowanego srebra.;200;2;0;
Zwierciad¸o szklane;Szklane zwierciad¸o w ramie. ;80;1;0;
Zwierciad¸o w grawerowanej ramie;Szklane zwierciad¸o w ozdobnej, grawerowanej ramie.;200;2;0;
Zwierciad¸o w rzebionej ramie;Szklane zwierciad¸o w ozdobnej, rzebionej ramie.;150;1;0;
Zwierciad¸o w srebrnej ramie;Szklane zwierciad¸o w ozdobnej, srebrnej ramie.;400;3;0;
SUBKTG;KUCHENNE;;;;
Blacha do ciasta;Blacha do ciasta, graniastos¸up prostokˆtny.;30;1;0;
Chlebak;Drewniany pojemnik na pieczywo. ;10;1;0;
Czajnik miedziany;Czajnik, 2l pojemnoæci.;25;1;0;
Czajnik srebrny;Element srebrnej zastawy, 2,5l pojemnoæci.;150;2;0;
Czajnik ıeliwny;Porzˆdny, metalowy czajnik o drewnianej rˆczce. O pojemnoæci 3l.;70;1;0;
Deska do krojenia;Drewniana deska do krojenia.;10;1;0;
Duıa patelnia ıeliwna;Wielka patelnia do ustawienia na stojaku, 40x40 cm.;80;1;0;
Dzbanek gliniany;Ceramiczny, dwulitrowy dzbanek s¸abej jakoæci.;10;1;0;
Dzbanek miedziany;Metalowy, dwulitrowy dzbanek. ;20;1;0;
Dzbanek z miarkˆ;Szklany dzbanek do odmierzania p¸yn—w.;25;1;0;
Dziadek do orzech—w;Metalowy rozbijak do orzech—w.;10;1;0;
Foremka do chleba;25x10x10 cm;25;1;0;
Garnek gliniany ;Zwyk¸y, ma¸ej wytrzyma¸oæci garnek.;15;1;0;
Garnek miedziany;Zwyk¸y, metalowy garnek.;30;1;0;
Garnek ıeliwny;Zwyk¸y, wytrzyma¸y metalowy garnek.;60;1;0;
Kielich z ludzkiej czaszki;Kielich z obrobionej, ludzkiej czaszki.;600;3;0;
Kieliszek;Niewielkie naczynie do spoıywania alkoholu.;6;1;0;
Korkociˆg;Metalowe korkociˆg.;5;1;0;
Koszyk na warzywa;Niewielki, pleciony koszyk na warzywa. ;15;1;0;
Kubek drewniany;Drewniany kubek z uchem, s¸abej jakoæci.;3;1;0;
Kubek gliniany;Ceramiczny kubek z uchem, s¸abej jakoæci.;5;1;0;
Kubek miedziany;Metalowy kubek z uchem.;5;1;0;
Kufel do piwa gliniany;S¸abej jakosci kufel, 1l pojemnoæci.;5;1;0;
Kufel do piwa miedziany;Zwyk¸y kufel, 1l pojemnoæci.;10;1;0;
Kufel do piwa szklany;Porzˆdny kufel, 1l pojemnoæci.;15;1;0;
Lejek miedziany;Niewielki, metalowy lejek.;10;1;0;
üyıka drewniana;üyıka wystrugana z kawa¸ka drewna, s¸abej jakoæci.;1;1;0;
üyıka srebrna;Element srebrnej zastawy. Niegdyæ popularny prezent chrzcielny, majˆcy odstrasza z¸e duchy.;25;2;0;
üyıka sto¸owa;Zwyk¸a, metalowa ¸yıka.;3;1;0;
Maselniczka miedziana;Metalowa podstawka do mas¸a.;4;1;0;
Miedziany kocio¸ek;Duıy kocio¸ek, 50 l. ;100;1;0;
Miska drewniana;Drewniana miska, s¸abej jakoæci. ;3;1;0;
Miska gliniana;Drewniana miska, s¸abej jakoæci. ;5;1;0;
Miska miedziana;Metalowa miska. ;7;1;0;
M¸ynek do kawy;Elegancki m¸ynek do mielenia kawy.;100;2;0;
Modzieı;Naczynie z t¸uczkiem do rozcierania jedzenia na miazg«.;15;1;0;
Noıyczki;ûeliwne noıyczki.;10;1;0;
N—ı do filetowania;N—ı o wˆskim, elastycznym ostrzu, stworzony do usuwania oæci.;15;1;0;
N—ı francuski;N—ı kuchenny, zwany noıem szefa kuchni, wyprofilowany do dok¸adnego ci«cia sk¸adnik—w.;20;1;0;
N—ı srebrny;Element srebrnej zastawy.;40;2;0;
N—ı sto¸owy;Zwyk¸y, metalowy n—ı.;5;1;0;
N—ı z zˆbkami;N—ı do krajania pieczywa.;10;1;0;
Obrus p¸—cienny ;Kawa¸ek szarego materia¸u z haftowanymi brzegami.;10;1;12;m2
Patelnia ıeliwna;Przyrzˆd do smaıenia na ogniu.;25;1;0;
Praska do czosnku;Zgniatacz do wyciskania esencji z zˆbk—w czosnku. ;20;1;0;
Pusta brˆzowa butelka z korkiem;Szklana butelka o pojemnoæci 1l.;1;1;0;
Pusta butelka z korkiem;Szklana butelka o pojemnoæci 1l.;1;1;0;
Pusta zielona butelka z korkiem;Szklana butelka o pojemnoæci 1l.;1;1;0;
Pusty s¸oik z wieczkiem;Szklany s¸oik o pojemnoæci 1l.;1;1;0;
Pytel;Spory przyrzˆd do przesiewu mˆki.;400;2;0;
R«kawice kuchenne;Grube r«kawice, dobrze izolujˆ temperatur«.;50;1;0;
Salaterka drewniana;Element zastawy do podawania sa¸atek.;3;1;0;
Salaterka gliniana;Element zastawy do podawania sa¸atek.;5;1;0;
Salaterka miedziana;Element zastawy do podawania sa¸atek.;7;1;0;
Sitko metalowe;Sitko do odcedzania wody.;10;1;0;
Solniczka;Zwyk¸a, drewniana solniczka.;2;1;0;
Solniczka z m¸ynkiem;Metalowa solniczka z wbudowanym m¸ynkiem.;10;1;0;
Srebrna taca ;Element srebrnej zastawy, wielkoæci 40x15 cm.;150;2;0;
Srebrna zastawa w drewnianym kufrze;Stary komplet grawerowanych naczyÄ i sztuc—w dla szeæciu os—b, wraz ze szklankami, kielichem i tacˆ.;2800;3;0;
Srebrny puchar;Element srebrnej zastawy. Kielich z n—ıkˆ.;250;2;0;
Stojak na n—ıe;Drewniany stojak na pi« noıy.;10;1;0;
Szklanka ozdobna;Element zastawy zdobiony kolorowymi nimi szklanymi.;15;1;0;
Szklanka w srebrnym koszyczku;Element srebrnej zastawy zamkni«ty w zdobionym ochraniaczu.;60;2;0;
Szklanka zwyk¸a;Element zastawy.;7;1;0;
Talerz drewniany;Popularny niegdyæ typ talerza.;3;1;0;
Talerz gliniany;Zwyk¸y, ma¸ej wytrzyma¸oæci talerz.;5;1;0;
Talerz g¸«boki drewniany;Popularny niegdyæ typ talerza. Uıywany do podawania zupy.;3;1;0;
Talerz g¸«boki gliniany;Zwyk¸y, ma¸ej wytrzyma¸oæci talerz. Uıywany do podawania zupy.;5;1;0;
Talerz g¸«boki srebrny;Element srebrnej zastawy.;100;2;0;
Talerz miedziany;Ozdobny, metalowy talerz.;20;1;0;
Talerz srebrny;Element srebrnej zastawy.;80;2;0;
Tarka;Dwustronna tarka. ;10;1;0;
Tasak;Ci«ıki n—ı przeznaczony do ci«cia mi«sa. ;30;1;0;
T¸uczek do mi«sa;M¸otek do ubijania mi«sa.;10;1;0;
T¸uczek do ziemniak—w;Rozbija ziemniaki na puree.;7;1;0;
Trzepaczka do jajek;Metalowa trzepaczka z drewnianˆ rˆczkˆ.;10;1;0;
Waga kuchenna;Precyzyjna waga z odwaınikami. Do 5 kg. ;80;2;0;
Wa¸ek do ciasta;Drewniany wa¸ek do rozp¸aszczania ciasta.;20;1;0;
Widelec drewniany;Widelec wystrugany z kawa¸ka drewna, s¸abej jakoæci.;1;1;0;
Widelec srebrny;Element srebrnej zastawy.;25;2;0;
Widelec sto¸owy;Zwyk¸y, metalowy widelec.;3;1;0;
Wojskowa patelnia polowa;Ogromna patelnia do rozstawienia nad ogniem, 1x1 m. ;230;2;0;
Zatyczka do wina metalowa;Zatyka butelk«, odwlekajˆc zepsucie si« wina.;10;1;0;
Zestaw drewnianych sztuc—w;Zestaw sztuc—w dla dwunastu os—b. Drewniane widelce i ¸yıki, metalowe noıe.;80;1;0;
Zestaw metalowych sztuc—w;Zestaw sztuc—w dla dwunastu os—b.;160;1;0;
SUBKTG;OSOBISTE;;;;
Agrafka;Metalowa przyrzˆd do spinania rzeczy.;0,2;1;0;
B«benek;Instrument.;40;1;0;
Binokle;Okulary na ¸aÄcuszku.;50;1;0;
Butelka spirytusu;Szklana butelka wype¸niona spirytusem.;5;1;0;
Cymba¸ki;Instrument.;30;1;0;
Cytra;Szarpany instrument strunowy.;90;1;0;
Fajka d«bowa;Zwyk¸a d«bowa fajka.;15;1;0;
Fajka wodna;Wschodnia fajka, filtrujˆca dym przez wod«. ;80;2;0;
Fajka wrzoæciowa;Fajka z korzenia wrzoæca, bardzo dobrej jakoæci, gwarantujˆca komfortowe palenie.;180;3;0;
Fletnia;Instrument.;20;1;0;
G«æle;Prymitywny instrument smyczkowy.;40;1;0;
Gitara;Instrument.;90;1;0;
GrzebieÄ;Drewniany grzebieÄ.;2;1;0;
Harfa;Instrument.;100;1;0;
Harfa zdobiona;Instrument.;400;2;0;
Hubka;Materia¸ ¸atwopalny, wytwarzany z grzyba nadrzewnego - rozpalany krzesiwem.;0,1;1;100;g
Hubka i krzesiwo;üatwopalna hubka i krzesiwo do jej rozpalenia.;12;1;0;
Inkaust;Atrament w baniaczku.;20;2;0;
Kalumet;"IndiaÄska fajka o d¸ugim cybuchu, ""fajka pokoju"".";50;2;0;
Koc;Ciep¸y koc.;15;1;0;
Kocio¸ek podr—ıny;Niewielki, ıeliwny kocio¸ek.;15;1;0;
Kompas;Przyrzˆd nawigacyjny z ig¸ˆ wskazujˆcˆ p—¸noc.;60;2;0;
Kozik;Niewielki, podr«czny noıyk.;8;1;0;
Kreda do pisania;Paczka kredy do pisania.;4;1;0;
Krzesiwo;Narz«dzie do rozniecania ognia.;5;1;0;
Lira;Instrument.;50;1;0;
Lira korbowa;Uıywany w æredniowieczu instrument smyczkowy.;2300;3;0;
Lupa;Powi«ksza obraz ponad trzykrotnie. ;20;1;0;
Lutnia;Instrument.;60;1;0;
Mandolina;Instrument.;70;1;0;
Mapa gwiazd;Specjalna mapa ıeglarska.;1500;3;0;
Mapa kontynentu;Mapa o niewielkim stopniu szczeg—¸owoæci.;300;2;0;
Mapa rzeczna;Mapa wykorzystywana przez przewonik—w z zaznaczonymi przeszkodzami i wszelkimi odnogami rzek.;1200;3;0;
Mapa terenu;Szczeg—¸owa mapa okolicy.;100;2;0;
Mapa wyspy;Szczeg—¸owa mapa wyspy.;200;2;0;
Mieszek na troku;Sk—rzany worek spi«ty na sk—rzanym pasku.;15;1;0;
Mieszek sk—rzany;Niewielki sk—rzany worek.;10;1;0;
Monokl na ¸aÄcuszku;Rodzaj okular—w na jedno oko.;25;1;0;
Okaryna;Rodzaj fletu o jajowatym kszta¸cie.;20;1;0;
Okulary przeciws¸oneczne;Ciemne szk¸a w srebrnej ramce.;80;2;0;
Ozdobna spinka do w¸os—w;Srebrna spinka.;4;2;0;
Pergamin;Materia¸ do pisania, wyrabiany ze sk—r zwierz«cych.;12;2;20;
P«k wytrych—w;P«k metalowych wytrych—w, s¸uıˆcych do otwierania zamk—w w wypadku braku klucza.;10;1;0;
Pochodnia;Pochodnia, w kt—rej materia¸em æwietlnym jest len nasˆczony substancjˆ smolistˆ.;7;1;0;
Portatyw;Przenoæne organy, popularne w æredniowieczu.;70;1;0;
Portfel sk—rzany;Sk—rzany portfel dobrej jakoæci.;15;1;0;
Portmonetka sk—rzana;Niewielka, sk—rzana portmonetka dobrej jakoæci.;10;1;0;
Przybornik kowalski;Przybornik z narz«dziami kowalskimi.;600;2;0;
Przybornik kreælarski;Przybornik z narz«dziami  kreælarskimi.;200;2;0;
Przybornik medyczny;Przybornik z narz«dziami medycznymi.;1500;3;0;
Przybornik myæliwski;Przybornik z narz«dziami myæliwskimi.;600;2;0;
Przybornik szlifierski;Przybornik z narz«dziami szlifierskimi.;600;2;0;
Przybornik w«dkarski;Przybornik z narz«dziami w«dkarskimi.;300;2;0;
Przybornik z¸odziejski;Przybornik z narz«dziami z¸odziejskimi.;400;2;0;
Puzon;Instrument.;500;2;0;
Rak;Nak¸adka na podeszw« buta, zwi«kszajˆca przyczepnoæ na lodzie i æniegu za pomocˆ przyczepionych do niej kolc—w.;20;1;2;
R—g;Instrument.;25;1;0;
Sk¸adane zwierciade¸ko;Kieszonkowe lusterko.;30;2;0;
Skrzypce;Instrument.;150;2;0;
Spinka do w¸os—w;Zwyk¸a, tandetna spinka do w¸os—w.;1;1;0;
Srebrny zegarek na ¸aÄcuszku;Grawerowany, mechaniczny zegarek na ¸aÄuszku.;350;2;0;
Sza¸amaja;Popularny w æredniowieczu instrument d«ty.;80;1;0;
Szczeg—¸owa mapa terenu;Mapa najbliıszej okolicy o najwyıszym stopniu szczeg—¸owoæci.;100;2;0;
Szk¸o powi«kszajˆce;Szk¸o powi«kszajˆce obraz nie wi«cej niı trzykrotnie.;20;1;0;
Sztandar;"Specjalny, wojskowy sztandar; znak rozpoznawczy oddzia¸u, gotowy do zamocowania p¸ata.";200;1;0;
Talia kart;Zwyk¸a talia poniszczonych kart.;5;1;0;
Talia kart w srebrnych obwolutach;Elegancka, bardzo dobrze wykonana talia kart. ;50;2;0;
Talia kart w z¸otych obwolutach;Elegancka, bardzo dobrze wykonana talia kart. ;75;2;0;
Talia zdobionych kart;Talia porzˆdnie wykonanych kart.;25;1;0;
Trˆbka;Instrument.;90;1;0;
Tuba na mapy;Sk—rzana tuba na mapy.;20;1;0;
Waga kupiecka;Niedok¸adna waga z szalkami.;100;1;0;
Waga precyzyjna;Bardzo dok¸adna waga z niewielkim zakresem b¸«du pomiarowego. ;900;3;0;
W«giel do pisania;Paczka w«gla do pisania.;10;1;0;
Wytrych;Przyrzˆd szlifierski s¸uıˆcy do otwierania zamk—w bez pomocy klucza.;0,2;1;30;
Zawieszka na glejt;üaÄcuch z zaczepem na glejt.;8;1;0;
Zegarek na ¸aÄcuszku;Mechaniczny zegarek na ¸aÄcuszku.;100;2;0;
Zgrzeb¸o;GrzebieÄ do czesania sieræci zwierz«cej.;12;1;0;
Zwierciade¸ko na ¸aÄcuchu;Podr«czne lusterko na ¸aÄcuchu.;30;2;0;
Zwierciad¸o podr«czne;Kieszonkowe lusterko.;22;2;0;
ûy¸ka z w¸osia;ûy¸ka z koÄskiego w¸osia.;1;1;80;m
SUBKTG;NARZ¢DZIA;;;;
Brzeszczot do drewna;Cz«æ tnˆca pi¸y.;6;1;0;
Brzeszczot do metalu;Cz«æ tnˆca pi¸y.;8;1;0;
Cep;Narz«dzie zbudowane z dw—ch kij—w na rzemyku, s¸uıˆce do m¸—cenia zboıa.;10;1;0;
Ciesak;Narz«dzie ciesielskie.;15;2;0;
D¸uto;Metalowy trzon na drewnianej rˆczce, s¸uıˆcy do zrywania powierzchni materia¸u. ;5;1;0;
Graca;Narz«dzie rolnicze, s¸uıˆce do plewienia bˆd p¸ytkiego spulchniania ziemi.;10;1;0;
Gw—d;10 cm;0,1;1;0;
Kilof;Metalowe narz«dzie o drewnianym stylisku, s¸uıˆce do kruszenia materia¸ow.;40;1;0;
Kosa;Kosa o drewnianym stylisku. ;30;1;0;
Kowad¸o;Kowad¸o kowalskie, bardzo ci«ıkie.;400;2;0;
üom;Metalowe, ci«ıkie narz«dzie do wybijania lub wywarzania.;20;1;0;
üopata;Stalowa ¸opata z drewnianym styliskiem.;30;1;0;
üopata piekarska;Narz«dzie s¸uıˆce wk¸adaniu wyrob—w do pieca.;25;2;0;
Mapa gwiazd;Mapa konstelacji gwiezdnych z oznaczeniami.;2000;3;0;
Mapa port—w;Mapa port—w, bardzo pomoca w nawigacji morskiej.;850;2;0;
M¸ot;Duıy m¸ot o drewnianym stylisku.;50;1;0;
M¸ot kowalski;Porzˆdnie wykonany m¸ot o ci«ıkiej g¸owni.;80;1;0;
M¸otek;Niewielki m¸otek do przybijania.;20;1;0;
Motyka;Narz«dzie do spulchniania ziemi i plewienia.;25;1;0;
Obc«gi;Narz«dzie z metalowymi szcz«kami, s¸uıˆce do wyciˆgania bˆd przecinania materia¸—w.;10;1;0;
Paczka gwodzi;Sto sztuk, 10 cm. ;10;1;0;
Paczka tytoniu;Paczka dobrej jakoæci tytoniu, nieotwarta.;90;2;0;
Pilnik;Metalowe narz«dzie s¸uıˆce do æcierania wierzchnej powierzchni materia¸u.;3;1;0;
Pi¸a do metalu;Niewielkich rozmiar—w pi¸a r«czna.;40;1;0;
Pi¸a r«czna;Niewielka pi¸a do drewna.;20;1;0;
Pi¸a tartaczna;Wielka pi¸a obs¸ugiwana przez kilka os—b.;300;2;0;
Pobijak;Drewniany m¸ot do pobijania d¸uta.;10;1;0;
Saperka;Lekka ¸opata podr«czna.;15;1;0;
Sie;Pleciona sie.;10;1;20;m2
Siekiera;Stare narz«dzie, s¸uıˆce do wycinki drzew.;50;1;0;
Sierp;Narz«dzie o zakrzywionym ostrzu, s¸uıˆce do prac ıniwnych.;15;1;0;
Suchy tytoÄ;Garæ suchego tytoniu zwini«ta w szmatk«.;2;1;0;
Szpachla;Gi«tka blaszka na drewnianym trzonku, s¸uıˆca do zdrapywania osadu z powierzchni materia¸u bˆd nak¸adania mas szpachlowych.;8;1;0;
Szpadel;Typ ¸opaty przeznaczony do kopania (w przeciwieÄstwie do czerpania i przenoszenia materia¸—w sypkich) o prostej ¸yıce.;8;1;0;
åwider do drewna;åwider do wiercenia otwor—w w drewnie.;4;1;0;
Tarnik;Pilnik do drewna.;4;1;0;
Trok;Sk—rzany rzemyk, niekiedy zakoÄczony p«tlˆ.;3;1;0;
Troki myæliwskie;Wielorzemykowe, sk—rzane p«ta s¸uıˆce do przywiˆzywania zdobyczy.;30;2;0;
W«dka;Przyrzˆd do ¸owienia ryb.;10;1;0;
Wid¸y;Narz«dzie s¸uıˆce do przerzucania siana.;12;1;0;
Wilgotny tytoÄ;Garæ wilgotnego, pachnˆcego tytoniu, szczelnie zamkni«ta w jedwabnym woreczku. ;15;2;0;
ûarno;Prosta maszyna do rozcierania ziarna.;150;2;0;
SUBKTG;POJEMNIKI;;;;
Bransoleta ze schowkiem;Srebrna bransoleta wy¸oıona kamieniami - pod kt—rymi znajdujˆ si« pojemniki o æladowej pojemnoæci.;180;3;0;
Buk¸ak sk—rzany;Niewielki, sk—rzany buk¸ak, 1l pojemnoæci.;15;1;0;
Buk¸ak sk—rzany, duıy;Duıy sk—rzany buk¸ak, 4l pojemnoæci.;50;1;0;
Buk¸ak z lejkiem;Buk¸ak wkopywany na noc w ziemi«, nabierajˆcy deszczu i rosy przez filtrowany lejek. Pojemnoæ 2l.;90;1;0;
Ca¸un pogrzebowy;Materia¸ do owijania zmar¸ych przed poch—wkiem. ;45;1;0;
D«bowa trumna;Rzebiona, dobrze wykonana trumna d«bowego drewna.;170;2;0;
Drewniana skrzynia;Zwyk¸a, drewniana skrzynia.;30;1;0;
Drewniana skrzynia okuta metalem;Skrzynia zbudowana ze znakomitego drewna, dodatkowo okuta metalem - przez co bardzo wytrzyma¸a. Wbudowany zamek.;100;1;0;
Drewniana skrzynia z zamkiem;Dobrej jakoæci drewniana skrzynia, zabezpieczona zamkiem.;52;1;0;
Drewniane puzderko;Ozdobny, niewielki pojemnik na szparga¸y.;3;1;0;
Duıy buk¸ak z kieszeniami.;Duıy buk¸ak o pojemnoæci 4l, obszyty dodatkowymi kieszeniami. ;90;1;0;
Duıy ıelazny sejf;Pot«ıny ıelazny sejf z systemem zamk—w.;300;1;0;
Dzielony buk¸ak;Buk¸ak z dwoma komorami na dwie r—ıne ciecze, kaıda o pojemnoæci 2l. ;90;2;0;
Grawerowana metalowa szkatu¸a z zamkiem;Ozdobna szkatu¸a z niewielkim zamkiem.;20;2;0;
Kamienny sarkofag;Rzebiony, ci«ıki sarkofag, wykonany z marmuru.;1200;3;0;
Kufer okuty ıelazem;Specjalnie zabezpieczony kufer podr—ıny z zamkiem.;160;2;0;
Kufer z zamkiem;Kufer podr—ıny z zamkiem.;80;1;0;
Ma¸a drewniana skrzynia;Zwyk¸a, drewniana skrzynia.;10;1;0;
Ma¸a drewniana skrzynia okuta metalem;Skrzynia zbudowana ze znakomitego drewna, dodatkowo okuta metalem - przez co bardzo wytrzyma¸a. Wbudowany zamek.;50;1;0;
Ma¸a drewniana skrzynia z zamkiem;Dobrej jakoæci drewniana skrzynia, zabezpieczona zamkiem.;20;1;0;
Ma¸a metalowa skrzynia;Zwyk¸a, metalowa skrzynia.;30;1;0;
Ma¸a metalowa skrzynia z zamkiem;Dobrej jakoæci metalowa skrzynia, zabezpieczona zamkiem.;60;1;0;
Ma¸a metalowa skrzynia ze wzmocnieniami;Skrzynia zbudowana z grubego metalu, dodatkowo wzmocniona od ærodka stalowˆ kratownicˆ. Wbudowany zamek.;110;1;0;
Metalowa skrzynia;Zwyk¸a, metalowa skrzynia.;80;1;0;
Metalowa skrzynia z zamkiem;Dobrej jakoæci metalowa skrzynia, zabezpieczona zamkiem.;140;1;0;
Metalowa skrzynia ze wzmocnieniami;Skrzynia zbudowana z grubego metalu, dodatkowo wzmocniona od ærodka stalowˆ kratownicˆ. Wbudowany zamek.;160;1;0;
Metalowa szkatu¸a z zamkiem;Szkatu¸a z niewielkim zamkiem.;10;1;0;
Metalowe puzderko;Ozdobny, niewielki pojemnik na szparga¸y.;5;1;0;
Ogromna drewniana skrzynia;Dobrej jakoæci, pot«ına drewniana skrzynia.;120;1;0;
Ogromna drewniana skrzynia okuta metalem;Pot«ına skrzynia zbudowana ze znakomitego drewna, dodatkowo okuta metalem. Wbudowane wsporniki zapobiegajˆce wgnieceniu æcian i system zamk—w.;350;3;0;
Ogromna drewniana skrzynia z zamkiem;Pot«ına drewniana skrzynia, zabezpieczona zamkiem.;180;2;0;
Ogromna metalowa skrzynia;Dobrej jakoæci, pot«ına metalowa skrzynia.;200;2;0;
Ogromna metalowa skrzynia z zamkiem;Pot«ına metalowa skrzynia, zabezpieczona zamkiem.;300;2;0;
Ogromna metalowa skrzynia ze wzmocnieniami;Pot«ına skrzynia zbudowana z grubego metalu, dodatkowo wzmocniona od ærodka stalowˆ kratownicˆ i wspornikami, zapobiegajˆcymi wgnieceniu æcian. Zabezpieczona systemem zamk—w zewn«trznych i wewn«trznych.;800;3;0;
Ozdobne pude¸ko na tytoÄ;üadne, drewniane pude¸ko o wysokim stopniu izolacji wilgoci.;15;1;0;
